Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin 
2097,1396,Genetic,1109,Genetic,Male,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2098,1552,Genetic,1243,Genetic,Female,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2099,1688,Genetic,1642,Genetic,Male,2,2011-07-01,2011-07-01,,,Alive,Japan,TRUE,
2100,1570,Genetic,1630,Genetic,Male,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2101,1589,Genetic,1835,Genetic,Female,2,2011-08-01,2011-08-01,,,Alive,Japan,TRUE,
2102,1688,Genetic,1096,Genetic,Female,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2103,1563,Genetic,1489,Genetic,Female,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2104,1421,Genetic,1118,Genetic,Female,2,2011-06-20,2011-06-20,,,Alive,Japan,TRUE,
2105,1361,Genetic,1143,Genetic,Female,2,2011-07-01,2011-07-01,,,Alive,Japan,TRUE,
2106,1421,Genetic,1110,Genetic,Female,2,2011-09-07,2011-09-07,,,Alive,Japan,TRUE,
2107,1688,Genetic,1500,Genetic,Female,2,2011-06-07,2011-06-07,,,Alive,Japan,TRUE,
2108,1648,Genetic,1475,Genetic,Male,2,2011-07-01,2011-07-01,2012-04-23,,Dead,Japan,TRUE,
2109,1552,Genetic,1612,Genetic,Male,2,2011-06-07,2011-06-07,2012-08-20,,Dead,Japan,TRUE,
2110,1439,Genetic,1678,Genetic,Female,2,2011-07-15,2011-07-15,,,Alive,Japan,TRUE,
2111,1648,Genetic,1431,Genetic,Female,2,2011-08-01,2011-08-01,,,Alive,Japan,TRUE,
2112,1570,Genetic,1842,Genetic,Male,2,2011-08-01,2011-08-01,,,Alive,Japan,TRUE,
2113,1421,Genetic,1275,Genetic,Female,2,2011-09-07,2011-09-07,,,Alive,Japan,TRUE,
2114,1688,Genetic,1520,Genetic,Female,2,2011-08-01,2011-08-01,2014-01-26,,Dead,Japan,TRUE,
2115,1514,Genetic,1634,Genetic,Male,2,2011-06-20,2011-06-20,,,Alive,Japan,TRUE,
2116,1396,Genetic,1305,Genetic,Male,2,2011-06-07,2011-06-07,,,Alive,Japan,TRUE,
2117,1638,Genetic,1513,Genetic,Male,2,2011-07-01,2011-07-01,,,Alive,Japan,TRUE,
2118,1421,Genetic,1227,Genetic,Female,2,2011-06-20,2011-06-20,2012-02-12,,Dead,Japan,TRUE,
2119,1514,Genetic,1846,Genetic,Male,2,2011-06-07,2011-06-07,,,Alive,Japan,TRUE,
2120,1421,Genetic,1100,Genetic,Male,2,2011-06-07,2011-06-07,,,Alive,Japan,TRUE,
2121,,,1274,Observed,Male,1,2012-02-15,2012-02-15,2012-02-15,,Dead,Japan,TRUE,
2122,1344,Observed,1456,Observed,Female,2,2012-02-21,2012-02-21,2012-02-21,,Dead,Japan,TRUE,
2123,1344,Observed,1416,Observed,Female,2,2012-02-22,2012-02-22,2012-02-22,,Dead,Japan,TRUE,
2124,,,1293,Observed,Male,1,2012-02-23,2012-02-23,2012-02-23,,Dead,Japan,TRUE,
2125,,,1339,Observed,Female,1,2012-03-08,2012-03-08,2012-03-08,,Dead,Japan,TRUE,
2126,,,1365,Observed,Female,1,2012-03-13,2012-03-13,2012-03-13,,Dead,Japan,TRUE,
2127,,,1351,Observed,Male,1,2012-03-14,2012-03-14,2012-03-14,,Dead,Japan,TRUE,
2128,,,1631,Observed,Male,1,2012-02-25,2012-02-25,,,Alive,Japan,TRUE,
2129,,,1340,Observed,Male,1,2012-03-29,2012-03-29,2012-03-29,,Dead,Japan,TRUE,
2130,1344,Observed,1302,Observed,Male,2,2012-04-05,2012-04-05,2012-04-05,,Dead,Japan,TRUE,
2131,,,1297,Observed,Male,1,2012-04-06,2012-04-06,2012-04-06,,Dead,Japan,TRUE,
2132,1344,Observed,1269,Observed,Female,2,2012-04-09,2012-04-09,2012-04-09,,Dead,Japan,TRUE,
2133,,,1300,Observed,Male,1,2012-04-10,2012-04-10,2012-04-10,,Dead,Japan,TRUE,
2134,,,1335,Observed,Female,1,2012-04-11,2012-04-11,2012-04-11,,Dead,Japan,TRUE,
2135,,,1762,Observed,Male,1,2012-03-06,2012-03-06,,,Alive,Japan,TRUE,
2136,,,1821,Observed,Female,1,2012-03-22,2012-03-22,,,Alive,Japan,TRUE,
2137,,,1647,Observed,Male,1,2012-04-01,2012-04-01,,,Alive,Japan,TRUE,
2138,,,1320,Observed,Female,1,2012-05-14,2012-05-14,2012-05-14,,Dead,Japan,TRUE,
2139,1344,Observed,1457,Observed,Male,2,2012-05-15,2012-05-15,2012-05-15,,Dead,Japan,TRUE,
2140,1439,Genetic,1613,Genetic,Female,2,2012-04-26,2012-04-26,,,Alive,Japan,TRUE,
2141,1688,Genetic,1099,Genetic,Female,2,2012-04-18,2012-04-18,,,Alive,Japan,TRUE,
2142,,,1845,Observed,Male,1,2012-05-18,2012-05-18,2012-05-18,,Dead,Japan,TRUE,
2143,,,1635,Observed,Female,1,2012-04-18,2012-04-18,,,Alive,Japan,TRUE,
2144,,,1826,Observed,Male,1,2012-04-25,2012-04-25,,,Alive,Japan,TRUE,
2145,,,1437,Observed,Male,1,2012-04-28,2012-04-28,2012-09-09,,Dead,Japan,TRUE,
2146,,,1463,Observed,Female,1,2012-06-05,2012-06-05,2012-06-05,,Dead,Japan,TRUE,
2147,,,1454,Observed,Male,1,2012-05-09,2012-05-09,2013-04-10,,Dead,Japan,TRUE,
2148,,,1417,Observed,Female,1,2012-06-13,2012-06-13,2012-06-13,,Dead,Japan,TRUE,
2149,,,1174,Observed,Male,1,2012-06-07,2012-06-07,2012-06-07,,Dead,Japan,TRUE,
2150,,,1654,Observed,Female,1,2012-05-13,2012-05-13,,,Alive,Japan,TRUE,
2151,,,1769,Observed,Male,1,2012-05-14,2012-05-14,,,Alive,Japan,TRUE,
2152,,,1334,Observed,Male,1,2012-06-18,2012-06-18,2012-06-22,,Dead,Japan,TRUE,
2153,1260,Genetic,1083,Genetic,Female,2,2012-06-14,2012-06-14,,,Alive,Japan,TRUE,
2154,,,1372,Observed,Male,1,2012-06-27,2012-06-27,2012-06-27,,Dead,Japan,TRUE,
2155,,,1345,Observed,Male,1,2012-06-28,2012-06-28,2012-06-28,,Dead,Japan,TRUE,
2156,,,1913,Observed,Female,1,2012-06-28,2012-06-28,2012-06-28,,Dead,Japan,TRUE,
2157,1629,Observed,1443,Observed,Male,2,2012-06-05,2012-06-05,,,Alive,Japan,TRUE,
2158,,,,,Male,0,2012-07-14,2012-07-14,2012-07-14,,Dead,Japan,TRUE,
2159,,,,,Male,0,2012-07-27,2012-07-27,2012-07-27,,Dead,Japan,TRUE,
2160,,,1711,Observed,Female,1,2012-07-29,2012-07-29,2012-07-29,,Dead,Japan,TRUE,
2161,,,1705,Observed,Female,1,2012-07-02,2012-07-02,,,Alive,Japan,TRUE,
2162,,,1756,Observed,Male,1,2012-07-05,2012-07-05,,,Alive,Japan,TRUE,
2163,,,1607,Observed,Female,1,2012-07-16,2012-07-16,,,Alive,Japan,TRUE,
2164,1629,Observed,1398,Observed,Female,2,2012-07-21,2012-07-21,,,Alive,Japan,TRUE,
2165,1629,Observed,1397,Observed,Male,2,2012-07-17,2012-07-17,2013-11-20,,Dead,Japan,TRUE,
2166,,,1350,Observed,Female,1,2012-08-22,2012-08-22,2012-08-22,,Dead,Japan,TRUE,
2167,1688,Genetic,1684,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2168,1439,Genetic,1305,Genetic,Female,2,2012-06-21,2012-06-21,,,Alive,Japan,TRUE,
2169,,,1431,Observed,Male,1,2012-08-23,2012-08-23,2012-08-25,,Dead,Japan,TRUE,
2170,,,,,Female,0,2012-08-14,2012-08-14,2012-09-06,,Dead,Japan,TRUE,
2171,,,1759,Observed,Male,1,2012-06-08,2012-06-08,2012-09-11,,Dead,Japan,TRUE,
2172,,,1701,Observed,Male,1,2012-08-22,2012-08-22,,,Alive,Japan,TRUE,
2173,,,1503,Observed,Female,1,2012-08-30,2012-08-30,,,Alive,Japan,TRUE,
68,,,,,Female,0,1967-04-18,1967-04-18,1967-06-09,,Dead,Japan,TRUE,
69,,,,,Male,0,1967-04-18,1967-04-18,1967-04-18,,Dead,Japan,TRUE,
2174,,,1488,Observed,Female,1,2012-07-15,2012-07-15,2012-12-26,,Dead,Japan,TRUE,
2175,1778,Genetic,1520,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2176,1514,Genetic,1232,Genetic,Male,2,2012-06-13,2012-06-13,,,Alive,Japan,TRUE,
70,,,50,Observed,Female,1,1967-04-19,1967-04-19,,1976-11-03,Shipped,Japan,TRUE,
2177,1763,Genetic,1910,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2178,1648,Genetic,1775,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2179,1648,Genetic,1462,Genetic,Female,2,2012-05-24,2012-05-24,2014-03-07,,Dead,Japan,TRUE,
2180,1688,Genetic,1143,Genetic,Female,2,2012-05-24,2012-05-24,2013-05-20,,Dead,Japan,TRUE,
2181,1512,Genetic,1489,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2182,1708,Genetic,1911,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2183,1648,Genetic,1905,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2184,1638,Genetic,1760,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2185,1421,Genetic,1118,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2186,1688,Genetic,1492,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2187,1648,Genetic,1695,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2188,1688,Genetic,1770,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2189,1421,Genetic,1243,Genetic,Female,2,2012-05-24,2012-05-24,2013-01-02,,Dead,Japan,TRUE,
2190,1421,Genetic,1227,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2191,1421,Genetic,1714,Genetic,Female,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2192,1421,Genetic,1620,Genetic,Male,2,2012-05-24,2012-05-24,,,Alive,Japan,TRUE,
2193,,,1621,Observed,Female,1,2013-02-26,2013-02-26,2013-02-26,,Dead,Japan,TRUE,
2194,1344,Observed,1456,Observed,Male,2,2013-02-27,2013-02-27,2013-02-27,,Dead,Japan,TRUE,
2195,,,1463,Observed,Male,1,2013-03-06,2013-03-06,2013-03-06,,Dead,Japan,TRUE,
2196,,,1365,Observed,Male,1,2013-03-07,2013-03-07,2013-03-07,,Dead,Japan,TRUE,
71,,,10,Observed,Female,1,1967-04-26,1967-04-26,1986-04-02,,Dead,Japan,TRUE,
2197,,,1488,Observed,Unknown,1,2013-03-19,2013-03-19,2013-03-19,,Dead,Japan,TRUE,
72,,,18,Observed,Female,1,1967-04-28,1967-04-28,,1982-04-27,Shipped,Japan,TRUE,
73,,,36,Observed,Female,1,1967-04-29,1967-04-29,1981-10-22,,Dead,Japan,TRUE,
2198,,,1636,Observed,Unknown,1,2013-03-31,2013-03-31,2013-03-31,,Dead,Japan,TRUE,
74,,,16,Observed,Female,1,1967-04-30,1967-04-30,,1982-04-27,Shipped,Japan,TRUE,
2199,,,1320,Observed,Male,1,2013-04-09,2013-04-09,2013-04-09,,Dead,Japan,TRUE,
2200,,,1475,Observed,Male,1,2013-04-15,2013-04-15,2013-04-15,,Dead,Japan,TRUE,
2201,,,1762,Observed,Male,1,2013-04-25,2013-04-25,2013-04-25,,Dead,Japan,TRUE,
2202,,,1845,Observed,Male,1,2013-05-04,2013-05-04,2013-05-08,,Dead,Japan,TRUE,
2203,,,,,Male,0,2013-05-07,2013-05-07,2013-05-08,,Dead,Japan,TRUE,
75,,,32,Observed,Female,1,1967-05-05,1967-05-05,1994-12-07,,Dead,Japan,TRUE,
2204,1766,Genetic,1678,Genetic,Female,2,2013-05-09,2013-05-09,,,Alive,Japan,TRUE,
2205,1766,Genetic,1842,Genetic,Male,2,2013-05-08,2013-05-08,,,Alive,Japan,TRUE,
2206,1778,Genetic,1100,Genetic,Male,2,2013-05-13,2013-05-13,2013-05-13,,Dead,Japan,TRUE,
2207,1912,Genetic,1612,Genetic,Male,2,2013-04-30,2013-04-30,,,Alive,Japan,TRUE,
2208,1688,Provisional Genetic,1642,Genetic,Male,2,2013-05-11,2013-05-11,,,Alive,Japan,TRUE,
2209,1912,Genetic,1699,Genetic,Male,2,2013-04-30,2013-04-30,,,Alive,Japan,TRUE,
2210,1688,Genetic,1623,Genetic,Male,2,2013-05-01,2013-05-01,,,Alive,Japan,TRUE,
2211,1688,Genetic,1837,Genetic,Male,2,2013-05-12,2013-05-12,2013-06-23,,Dead,Japan,TRUE,
2212,1439,Genetic,1824,Genetic,Female,2,2013-04-15,2013-04-15,,,Alive,Japan,TRUE,
2213,1344,Observed,1416,Observed,Male,2,2013-05-22,2013-05-22,2013-05-22,,Dead,Japan,TRUE,
2214,1461,Observed,1769,Observed,Male,2,2013-05-23,2013-05-23,2013-05-23,,Dead,Japan,TRUE,
2215,,,1821,Observed,Female,1,2013-05-24,2013-05-24,2013-05-24,,Dead,Japan,TRUE,
2216,1848,Genetic,1153,Genetic,Male,2,2013-05-18,2013-05-18,2013-05-18,,Dead,Japan,TRUE,
76,,,35,Observed,Female,1,1967-05-07,1967-05-07,1994-04-23,,Dead,Japan,TRUE,
2217,,,1297,Observed,Female,1,2013-05-23,2013-05-23,2013-05-23,,Dead,Japan,TRUE,
2218,,,1628,Observed,Female,1,2013-05-29,2013-05-29,2013-05-29,,Dead,Japan,TRUE,
2219,,,1334,Observed,Male,1,2013-05-30,2013-05-30,2013-05-30,,Dead,Japan,TRUE,
2220,,,,,Female,0,2013-05-24,2013-05-24,2013-05-24,,Dead,Japan,TRUE,
2221,,,1631,Observed,Female,1,2013-06-04,2013-06-04,2013-06-04,,Dead,Japan,TRUE,
2222,1344,Observed,1269,Observed,Female,2,2013-06-06,2013-06-06,2013-06-06,,Dead,Japan,TRUE,
2223,,,1351,Observed,Male,1,2013-06-03,2013-06-03,2013-11-01,,Dead,Japan,TRUE,
2224,1344,Observed,1457,Observed,Female,2,2013-05-25,2013-05-25,2013-05-30,,Dead,Japan,TRUE,
77,,,59,Observed,Male,1,1967-05-10,1967-05-10,1977-06-10,,Dead,Japan,TRUE,
2225,1461,Observed,1682,Observed,Male,2,2013-05-11,2013-05-11,2013-11-07,,Dead,Japan,TRUE,
2226,,,1454,Observed,Male,1,2013-06-12,2013-06-12,2013-06-12,,Dead,Japan,TRUE,
2227,,,1417,Observed,Female,1,2013-05-18,2013-05-18,2013-11-14,,Dead,Japan,TRUE,
2228,,,,,Female,0,2013-07-03,2013-07-03,2013-07-03,,Dead,Japan,TRUE,
2229,,,1446,Observed,Female,1,2013-07-03,2013-07-03,2013-07-03,,Dead,Japan,TRUE,
2230,,,,,Female,0,2013-07-07,2013-07-07,2013-07-10,,Dead,Japan,TRUE,
78,,,51,Observed,Female,1,1967-05-14,1967-05-14,,1982-04-27,Shipped,Japan,TRUE,
79,,,42,Observed,Female,1,1967-05-15,1967-05-15,1977-07-27,,Dead,Japan,TRUE,
2231,,,1981,Observed,Male,1,2013-07-08,2013-07-08,2013-11-18,,Dead,Japan,TRUE,
2232,,,,,Male,0,2013-07-26,2013-07-26,2013-07-26,,Dead,Japan,TRUE,
80,,,39,Observed,Female,1,1967-05-24,1967-05-24,1987-08-10,,Dead,Japan,TRUE,
2233,,,1503,Observed,Female,1,2013-08-14,2013-08-14,2013-08-14,,Dead,Japan,TRUE,
2234,,,,,Male,0,2013-08-13,2013-08-13,2013-08-14,,Dead,Japan,TRUE,
2235,,,,,Male,0,2013-06-01,2013-06-01,2013-08-16,,Dead,Japan,TRUE,
2236,1778,Genetic,1965,Genetic,Female,2,2013-06-05,2013-06-05,2013-08-19,,Dead,Japan,TRUE,
2237,,,,,Female,0,2013-08-23,2013-08-23,2013-08-23,,Dead,Japan,TRUE,
2238,,,,,Unknown,0,2013-08-09,2013-08-09,2013-08-23,,Dead,Japan,TRUE,
2239,,,1450,Observed,Male,1,2013-08-24,2013-08-24,2013-08-24,,Dead,Japan,TRUE,
2240,,,1965,Observed,Male,1,2013-07-28,2013-07-28,2013-08-25,,Dead,Japan,TRUE,
2241,,,1887,Observed,Female,1,2013-08-14,2013-08-14,2013-09-30,,Dead,Japan,TRUE,
2242,1839,Genetic,1431,Genetic,Female,2,2013-06-01,2013-06-01,,,Alive,Japan,TRUE,
2243,1839,Genetic,1966,Genetic,Female,2,2013-07-12,2013-07-12,,,Alive,Japan,TRUE,
2244,1688,Genetic,1143,Genetic,Male,2,2013-06-01,2013-06-01,,,Alive,Japan,TRUE,
2245,1400,Genetic,1227,Genetic,Male,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2246,1648,Genetic,1775,Genetic,Female,2,2013-06-25,2013-06-25,,,Alive,Japan,TRUE,
2247,1839,Genetic,1513,Genetic,Male,2,2013-06-01,2013-06-01,,,Alive,Japan,TRUE,
2248,1458,Genetic,1079,Genetic,Female,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2249,1038,Genetic,1913,Genetic,Female,2,2013-06-15,2013-06-15,,,Alive,Japan,TRUE,
2250,1832,Genetic,1974,Genetic,Female,2,2013-06-25,2013-06-25,,,Alive,Japan,TRUE,
2251,1912,Genetic,1520,Genetic,Male,2,2013-06-01,2013-06-01,,,Alive,Japan,TRUE,
2252,1839,Genetic,1492,Genetic,Female,2,2013-08-13,2013-08-13,,,Alive,Japan,TRUE,
2253,1688,Genetic,1917,Genetic,Female,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2254,1688,Provisional Genetic,1500,Genetic,Male,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2255,1912,Genetic,1620,Genetic,Male,2,2013-06-15,2013-06-15,,,Alive,Japan,TRUE,
2256,1688,Genetic,1305,Genetic,Female,2,2013-07-30,2013-07-30,,,Alive,Japan,TRUE,
2257,1688,Provisional Genetic,1684,Genetic,Male,2,2013-06-15,2013-06-15,2014-05-28,,Dead,Japan,TRUE,
2258,1648,Genetic,1118,Genetic,Male,2,2013-06-25,2013-06-25,2013-11-20,,Dead,Japan,TRUE,
2259,1778,Genetic,1695,Genetic,Male,2,2013-06-01,2013-06-01,2014-01-11,,Dead,Japan,TRUE,
2260,1688,Provisional Genetic,1243,Genetic,Female,2,2013-06-15,2013-06-15,,,Alive,Japan,TRUE,
2261,1688,Genetic,1462,Genetic,Male,2,2013-06-15,2013-06-15,,,Alive,Japan,TRUE,
2262,1648,Genetic,1847,Genetic,Male,2,2013-06-15,2013-06-15,,,Alive,Japan,TRUE,
2263,1648,Genetic,1489,Genetic,Female,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2264,1469,Genetic,1846,Genetic,Female,2,2013-05-21,2013-05-21,,,Alive,Japan,TRUE,
2265,1688,Provisional Genetic,1099,Genetic,Female,2,2013-06-01,2013-06-01,,,Alive,Japan,TRUE,
2266,1839,Genetic,1394,Genetic,Female,2,2013-06-25,2013-06-25,,,Alive,Japan,TRUE,
81,,,47,Observed,Male,1,1967-06-25,1967-06-25,1972-05-29,,Dead,Japan,TRUE,
82,,,55,Observed,Male,1,1967-06-26,1967-06-26,1973-02-14,,Dead,Japan,TRUE,
2267,,,1705,Observed,Male,1,2014-02-11,2014-02-11,2014-02-11,,Dead,Japan,TRUE,
2268,1285,Observed,1607,Observed,Unknown,2,2014-02-27,2014-02-27,2014-02-27,,Dead,Japan,TRUE,
2269,,,1762,Observed,Male,1,2014-03-13,2014-03-13,2014-03-13,,Dead,Japan,TRUE,
2270,1285,Observed,1717,Observed,Male,2,2014-03-17,2014-03-17,2014-03-17,,Dead,Japan,TRUE,
2271,1285,Observed,1701,Observed,Male,2,2014-04-03,2014-04-03,2014-04-03,,Dead,Japan,TRUE,
2272,1499,Observed,1367,Observed,Male,2,2014-03-27,2014-03-27,2014-03-27,,Dead,Japan,TRUE,
2273,,,1340,Observed,Female,1,2014-04-10,2014-04-10,2014-04-10,,Dead,Japan,TRUE,
2274,1629,Observed,1416,Observed,Male,2,2014-04-16,2014-04-16,2014-04-16,,Dead,Japan,TRUE,
2275,,,1446,Observed,Male,1,2014-04-24,2014-04-24,2014-04-24,,Dead,Japan,TRUE,
2276,,,1837,Observed,Male,1,2014-04-18,2014-04-18,2014-05-05,,Dead,Japan,TRUE,
2277,,,1654,Observed,Female,1,2014-04-03,2014-04-03,,,Alive,Japan,TRUE,
2278,,,1463,Observed,Male,1,2014-04-08,2014-04-08,,,Alive,Japan,TRUE,
2279,,,1759,Observed,Male,1,2014-05-04,2014-05-04,2014-05-14,,Dead,Japan,TRUE,
2280,,,1351,Observed,Male,1,2014-05-15,2014-05-15,2014-05-15,,Dead,Japan,TRUE,
2281,,,1293,Observed,Male,1,2014-05-20,2014-05-20,2014-05-20,,Dead,Japan,TRUE,
2282,,,1826,Observed,Male,1,2014-05-22,2014-05-22,2014-05-22,,Dead,Japan,TRUE,
2283,,,1083,Observed,Male,1,2014-05-20,2014-05-20,2014-05-20,,Dead,Japan,TRUE,
2284,1912,Genetic,1613,Genetic,Male,2,2014-04-20,2014-04-20,,,Alive,Japan,TRUE,
2285,1763,Genetic,1642,Genetic,Male,2,2014-05-17,2014-05-17,,,Alive,Japan,TRUE,
2286,1648,Genetic,1845,Genetic,Male,2,2014-04-30,2014-04-30,,,Alive,Japan,TRUE,
2287,,,1335,Observed,Male,1,2014-05-28,2014-05-28,2014-05-28,,Dead,Japan,TRUE,
2288,,,1334,Observed,Male,1,2014-05-30,2014-05-30,2014-05-30,,Dead,Japan,TRUE,
2289,,,1245,Observed,Male,1,2014-05-27,2014-05-27,2014-05-27,,Dead,Japan,TRUE,
2290,,,1437,Observed,Male,1,2014-06-03,2014-06-03,2014-06-03,,Dead,Japan,TRUE,
2291,,,1504,Observed,Male,1,2014-06-05,2014-06-05,2014-06-05,,Dead,Japan,TRUE,
2292,1629,Observed,1269,Observed,Male,2,2014-06-06,2014-06-06,2014-06-06,,Dead,Japan,TRUE,
2293,1344,Observed,1398,Observed,Male,2,2014-05-03,2014-05-03,,,Alive,Japan,TRUE,
2294,1344,Observed,1397,Observed,Male,2,2014-06-09,2014-06-09,2014-06-09,,Dead,Japan,TRUE,
2295,1285,Observed,1682,Observed,Male,2,2014-06-10,2014-06-10,2014-06-10,,Dead,Japan,TRUE,
2296,,,1450,Observed,Female,1,2014-05-09,2014-05-09,,,Alive,Japan,TRUE,
2297,1285,Observed,1767,Observed,Male,2,2014-05-09,2014-05-09,,,Alive,Japan,TRUE,
2298,1629,Observed,1456,Observed,Female,2,2014-05-12,2014-05-12,,,Alive,Japan,TRUE,
2299,,,1978,Observed,Female,1,2014-06-06,2014-06-06,2014-06-06,,Dead,Japan,TRUE,
2300,,,1769,Observed,Female,1,2014-06-16,2014-06-16,2014-06-16,,Dead,Japan,TRUE,
2301,1562,Observed,1339,Observed,Male,2,2014-06-18,2014-06-18,2014-06-18,,Dead,Japan,TRUE,
2302,,,1475,Observed,Male,1,2014-06-06,2014-06-06,,,Alive,Japan,TRUE,
2303,,,1631,Observed,Female,1,2014-05-24,2014-05-24,,,Alive,Japan,TRUE,
2304,,,1628,Observed,Female,1,2014-06-26,2014-06-26,2014-07-09,,Dead,Japan,TRUE,
2305,,,2031,Observed,Male,1,2014-06-28,2014-06-28,2014-06-28,,Dead,Japan,TRUE,
2306,,,1118,Observed,Male,1,2014-07-05,2014-07-05,2014-07-05,,Dead,Japan,TRUE,
2307,,,,,Female,0,2014-07-05,2014-07-05,2014-07-05,,Dead,JAPAN,TRUE,
2308,,,1984,Observed,Female,1,2014-06-05,2014-06-05,2014-07-06,,Dead,Japan,TRUE,
2309,,,1821,Observed,Male,1,2014-06-11,2014-06-11,,,Alive,Japan,TRUE,
2310,,,1779,Observed,Female,1,2014-07-21,2014-07-21,2014-07-21,,Dead,Japan,TRUE,
2311,,,1635,Observed,Male,1,2014-06-15,2014-06-15,,,Alive,Japan,TRUE,
2312,,,1647,Observed,Female,1,2014-06-19,2014-06-19,,,Alive,Japan,TRUE,
2313,,,1756,Observed,Male,1,2014-06-22,2014-06-22,,,Alive,Japan,TRUE,
2314,,,1621,Observed,Female,1,2014-08-04,2014-08-04,2014-08-04,,Dead,Japan,TRUE,
2315,,,1443,Observed,Male,1,2014-07-02,2014-07-02,,,Alive,Japan,TRUE,
2316,,,,,Male,0,2014-07-21,2014-07-21,,,Alive,JAPAN,TRUE,
2317,,,1503,Observed,Female,1,2014-07-24,2014-07-24,,,Alive,JAPAN,TRUE,
2318,,,1314,Observed,Male,1,2014-08-23,2014-08-23,2014-08-23,,Dead,Japan,TRUE,
2319,,,,,Unknown,0,2014-08-27,2014-08-27,2014-09-03,,Dead,JAPAN,TRUE,
2320,,,2042,Observed,Female,1,2014-08-03,2014-08-03,,,Alive,JAPAN,TRUE,
2321,,,1960,Observed,Male,1,2014-08-26,2014-08-26,,,Alive,JAPAN,TRUE,
83,,,9,Observed,Female,1,1968-04-04,1968-04-04,,1982-04-27,Shipped,Japan,TRUE,
84,,,44,Observed,Female,1,1968-04-10,1968-04-10,,1982-04-27,Shipped,Japan,TRUE,
85,,,35,Observed,Female,1,1968-05-11,1968-05-11,1994-11-09,,Dead,Japan,TRUE,
86,,,39,Observed,Male,1,1968-05-12,1968-05-12,1977-07-28,,Dead,Japan,TRUE,
87,,,6,Observed,Unknown,1,1968-05-17,1968-05-17,1968-06-10,,Dead,Japan,TRUE,
88,,,36,Observed,Female,1,1968-05-20,1968-05-20,1977-08-23,,Dead,Japan,TRUE,
89,,,,,Unknown,0,1968-06-03,1968-06-03,1968-06-03,,Dead,Japan,TRUE,
90,,,,,Unknown,0,1968-06-13,1968-06-13,1968-06-13,,Dead,Japan,TRUE,
91,4,Observed,5,Observed,Male,2,1968-06-20,1968-06-20,1976-06-18,,Dead,Japan,TRUE,
92,,,10,Observed,Male,1,1969-03-18,1969-03-18,1985-07-12,,Dead,Japan,TRUE,
93,,,18,Observed,Female,1,1969-03-19,1969-03-19,1981-08-24,,Dead,Japan,TRUE,
94,,,55,Observed,Male,1,1969-03-21,1969-03-21,1978-12-08,,Dead,Japan,TRUE,
95,,,16,Observed,Male,1,1969-03-25,1969-03-25,1991-01-21,,Dead,Japan,TRUE,
96,,,12,Observed,Male,1,1969-04-04,1969-04-04,1984-04-18,,Dead,Japan,TRUE,
97,,,31,Observed,Male,1,1969-04-04,1969-04-04,1989-07-06,,Dead,Japan,TRUE,
98,,,42,Observed,Female,1,1969-04-15,1969-04-15,1986-09-27,,Dead,Japan,TRUE,
99,,,36,Observed,Female,1,1969-04-21,1969-04-21,1981-10-10,,Dead,Japan,TRUE,
100,,,53,Observed,Female,1,1969-04-28,1969-04-28,1987-10-22,,Dead,Japan,TRUE,
101,,,38,Observed,Male,1,1969-04-29,1969-04-29,,1982-04-27,Shipped,Japan,TRUE,
102,,,9,Observed,Female,1,1969-04-30,1969-04-30,,1982-04-27,Shipped,Japan,TRUE,
103,,,35,Observed,Male,1,1969-05-08,1969-05-08,1974-10-06,,Dead,Japan,TRUE,
104,,,50,Observed,Male,1,1969-05-08,1969-05-08,1973-10-12,,Dead,Japan,TRUE,
